id,name,category_code,Operating,Acquired,IPO,Closed,Closed_date,country_code,region,first_funding_date,last_funding_date,funding_rounds,funding_total_usd,emp_engineering_degrees,emp_cs_degrees,emp_business_degrees,emp_matphy_degrees,emp_law_degrees,emp_social_degrees,emp_top_uni_degrees,emp_top_business_degrees,f_engineering_degrees,f_cs_degrees,f_business_degrees,f_matphy_degrees,f_law_degrees,f_social_degrees,f_top_uni_degrees,f_top_business_degrees,emp_big_5_people,emp_mbb_people,emp_industry_people,emp_successful_startup_people,emp_failed_startup_people,emp_succesful_founders,emp_failed_founders,f_big_5_people,f_mbb_people,f_industry_people,f_successful_startup_people,f_failed_startup_people,f_succesful_founders,f_failed_founders,founded_date
3826,ResuWe,software,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3827,Virdia,cleantech,1,0,0,0,,USA,SF Bay,2009,2012,4,110500000,4,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2007
3828,Tokai Pharmaceuticals,biotech,1,0,0,0,,USA,Boston,2009,2013,4,100499993,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2004
3829,Xsigo,other,0,1,0,0,,USA,SF Bay,2009,2009,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2004
3830,Startlike,web,1,0,0,0,,USA,"Columbia, SC",,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3831,Turbine Air Systems,cleantech,1,0,0,0,,USA,Houston,2009,2013,2,62000000,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1999
3832,Greenline Industries,cleantech,1,0,0,0,,USA,SF Bay,2008,2008,1,20000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
3833,Miles Electric Vehicles,automotive,1,0,0,0,,USA,Los Angeles,2008,2009,3,56000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
3834,Envia Systems,cleantech,1,0,0,0,,USA,SF Bay,2008,2011,3,27300000,6,0,1,1,0,0,4,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007
3835,Demdex,advertising,0,1,0,0,,USA,New York,2008,2010,2,7500000,0,3,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,2008
3836,GovWin,enterprise,0,1,0,0,,USA,Washington DC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3837,Collecta,search,1,0,0,0,,USA,Los Angeles,2009,2010,2,6580000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,2008
3838,OwnEnergy,cleantech,1,0,0,0,,USA,New York,2008,2012,3,28800000,3,0,13,2,0,0,4,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2007
3839,D.light Design,cleantech,1,0,0,0,,USA,Grand Cayman,2008,2010,2,11500000,3,1,6,0,0,0,2,4,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
3840,Enternships,web,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3841,CSID,enterprise,1,0,0,0,,USA,Austin,2006,2011,3,42130000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
3842,Context Optional,other,0,1,0,0,,USA,SF Bay,,,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006
3843,StepChange Group,advertising,0,1,0,0,,USA,Portland,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3844,Zemoga,web,1,0,0,0,,USA,New York,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
3845,Whatafind.com,ecommerce,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3846,Pachube,other,0,1,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3847,Timetric,analytics,1,0,0,0,,GBR,London,2010,2010,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3848,FastSoft,software,0,1,0,0,,USA,Los Angeles,2007,2012,4,5965000,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2006
3849,NGM Biopharmaceuticals,biotech,1,0,0,0,,USA,SF Bay,2008,2013,5,145139000,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,1,0,0,0,0,2007
3850,MacroGenics,biotech,1,0,0,0,,USA,Washington DC,2006,2011,2,57016500,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,2000
3851,Anacor Pharmaceutical,biotech,0,0,1,0,,USA,SF Bay,2005,2013,7,191500000,4,0,7,0,1,1,11,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,2000
3852,Tour Volume,games_video,1,0,0,0,,USA,California,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3853,FORMA Therapeutics,biotech,1,0,0,0,,USA,Boston,2008,2012,4,42500000,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,9,2,0,0,0,0,0,1,0,0,1,0,2008
3854,UTOPY,software,0,1,0,0,,USA,SF Bay,2008,2008,1,7500000,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
3855,Skills Finderâ„¢,web,1,0,0,0,,GBR,Leeds,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3856,Zycus,,1,0,0,0,,USA,Princeton,,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998
3857,Emptoris,,0,1,0,0,,USA,Boston,,,0,0,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1999
3858,Rosslyn Analytics,enterprise,1,0,0,0,,GBR,London,2010,2013,3,4782028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3859,Divergence,biotech,0,1,0,0,,USA,Saint Louis,2009,2009,1,11800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
3860,Liveclicker,ecommerce,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3861,Buzzient,enterprise,1,0,0,0,,USA,Boston,2008,2011,2,1569585,0,2,3,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2007
3862,Seahorse Bioscience,biotech,1,0,0,0,,USA,North Billerica,2009,2013,4,31746594,3,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2000
3863,US Primate Rescue Inc.,other,0,0,0,1,2010,USA,syracuse,2008,2008,1,50000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3864,Threadless,ecommerce,1,0,0,0,,USA,Chicago,,,0,0,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,2000
3865,Joroto,web,1,0,0,0,,USA,Cleveland,2009,2009,1,16000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3866,Iconic Therapeutics,biotech,1,0,0,0,,USA,Atlanta,2009,2009,1,2500000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2002
3867,The Book Depository,ecommerce,0,1,0,0,,GBR,Gloucester,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,2004
3868,Oyster.com,travel,0,1,0,0,,USA,New York,2008,2012,4,23400000,3,1,3,0,0,2,3,2,0,1,0,0,0,0,2,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,2008
3869,Taligen Therapeutics,biotech,0,1,0,0,,USA,Boston,2005,2010,3,78750000,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2004
3870,Makani Power,cleantech,0,1,0,0,,USA,SF Bay,2008,2008,1,5000000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2006
3871,YCD Multimedia,software,1,0,0,0,,USA,New York,2006,2011,4,32500000,3,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,1999
3872,Living Proof,biotech,1,0,0,0,,USA,Boston,2008,2013,3,53000000,1,0,5,0,3,0,5,2,5,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,2004
3873,PicFog,search,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3874,Altair Semiconductor,semiconductor,1,0,0,0,,ISR,Hod Hasharon,2005,2013,5,99000000,4,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,3,0,0,0,0,2005
3875,SteadyMed Therapeutics,medical,1,0,0,0,,ISR,Tel Aviv,2009,2013,3,15400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
3876,Yasmo,social,1,0,0,0,,USA,SF Bay,2009,2012,4,435000,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
3877,Global Fitness Media,web,1,0,0,0,,USA,Los Angeles,2009,2011,2,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3878,Microfabrica,hardware,1,0,0,0,,USA,Los Angeles,2006,2012,3,33499999,10,0,1,0,1,0,8,3,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1999
3879,Actinobac Biomed,biotech,1,0,0,0,,USA,North Brunswick,2009,2013,2,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3880,XCOR Aerospace,manufacturing,1,0,0,0,,USA,Mojave,2007,2012,3,5000000,1,0,4,0,0,0,4,1,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1999
3881,PINC Solutions,enterprise,1,0,0,0,,USA,SF Bay,2007,2007,1,4500000,4,2,6,1,0,0,3,1,3,3,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,2004
3882,PrecisionPoint Software,software,1,0,0,0,,GBR,London,2006,2006,1,1970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
3883,DoNanza,web,1,0,0,0,,ISR,Tel Aviv,2008,2011,2,1000000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3884,ZoomSystems,hardware,1,0,0,0,,USA,SF Bay,2005,2010,5,87000000,3,4,8,1,0,0,7,3,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2002
3885,Puppet Labs,software,1,0,0,0,,USA,Portland,2009,2013,4,45500000,5,1,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,2005
3886,FertilityAuthority,web,1,0,0,0,,USA,New York,2009,2013,2,1700000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3887,Accera,biotech,1,0,0,0,,USA,Denver,2004,2013,5,138581610,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2001
3888,Parasol Therapeutics,biotech,1,0,0,0,,USA,Boston,2009,2009,2,6450000,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,2007
3889,Zugara,ecommerce,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
3890,Gross Domestic Product,other,1,0,0,0,,USA,Los Angeles,,,0,0,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3891,Intermolecular,semiconductor,1,0,0,0,,USA,SF Bay,2006,2011,3,62619999,20,3,4,8,3,0,16,6,3,0,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,0,0,0,0,0,2004
3892,Ocular Therapeutix,biotech,1,0,0,0,,USA,Boston,2009,2013,5,67300000,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,2006
3893,Enpirion,semiconductor,0,1,0,0,,USA,Hampton,2004,2011,4,59000000,2,2,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,2001
3894,SynCardia Systems,medical,1,0,0,0,,USA,Tuscon,2004,2013,5,37989212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005
3895,Exalt Communications,mobile,1,0,0,0,,USA,SF Bay,2009,2009,1,15000000,1,0,4,2,0,2,3,3,5,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,2004
3896,Audience,semiconductor,1,0,0,0,,USA,SF Bay,2009,2009,1,15000000,8,1,7,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,2000
3897,Visiogen,biotech,0,1,0,0,,USA,Los Angeles,2009,2009,1,40000000,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2001
3898,CallFire,public_relations,1,0,0,0,,USA,Los Angeles,2005,2005,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005
3899,Marinus Pharmaceuticals,biotech,1,0,0,0,,USA,Branford,2009,2013,3,52435690,0,0,6,1,0,0,6,2,0,0,0,0,2,0,0,0,0,0,7,5,0,0,0,0,0,1,0,0,0,0,2003
3900,Waveative,consulting,1,0,0,0,,USA,Houston,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3901,UBINOW,mobile,1,0,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3902,Applied Optoelectronics,semiconductor,1,0,0,0,,USA,Houston,2007,2012,2,38993849,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
3903,ZOOMcatalog,advertising,1,0,0,0,,USA,Denver,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3904,OpTier,analytics,1,0,0,0,,USA,New York,2006,2013,4,77500000,5,1,13,0,1,0,8,7,0,2,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,2005
3905,Moreover Technologies,search,1,0,0,0,,USA,Washington DC,,,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1998
3906,Local.com,advertising,0,0,1,0,,USA,Los Angeles,2007,2013,4,35000000,1,2,8,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,5,3,2,0,1,0,0,0,0,0,0,0,1999
3907,Alnara Pharmaceuticals,biotech,0,1,0,0,,USA,Boston,2008,2010,2,55000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,2,1,0,2,0,2008
3908,Taridium VoIP,public_relations,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
3909,Vortimer,web,1,0,0,0,,USA,Washington DC,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,2009
3910,Varonis Systems,software,1,0,0,0,,USA,New York,2006,2012,4,28640003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
3911,SpinMedia,music,1,0,0,0,,USA,Los Angeles,2007,2013,4,58500000,0,2,7,0,0,5,4,1,0,0,0,0,0,0,0,0,1,1,0,10,0,1,0,0,0,0,1,0,1,0,2005
3912,Nuventix,cleantech,1,0,0,0,,USA,Austin,2005,2013,4,33099883,5,1,3,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2003
3913,Schoolwires,software,1,0,0,0,,USA,State College,2009,2009,1,12000000,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2000
3914,Teliris,public_relations,1,0,0,0,,USA,New York,2009,2009,1,11000000,2,1,4,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1999
3915,Aveksa,software,0,1,0,0,,USA,Boston,2006,2009,3,28000000,2,1,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2004
3916,Blue Bite,advertising,1,0,0,0,,USA,New York,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3917,Phase Forward,software,0,1,0,0,,USA,Boston,,,0,0,4,2,5,1,1,0,2,1,0,0,0,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1997
3918,Antenna Software,software,0,1,0,0,,USA,New York,2010,2013,4,48581364,2,7,6,2,1,0,4,4,0,0,1,0,0,0,0,0,1,0,11,7,1,0,0,0,0,0,0,0,0,0,1998
3919,8th Light,software,1,0,0,0,,USA,Chicago,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
3920,TwtBks,web,0,0,0,1,2012,USA,SF Bay,2009,2009,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2009
3921,Report Hawk,software,0,1,0,0,,USA,Columbus,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2005
3922,Cyber-Rain,cleantech,1,0,0,0,,USA,California - Other,2007,2010,3,3300000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006
3923,TARIS Biomedical,biotech,1,0,0,0,,USA,Boston,2009,2013,3,46800000,0,0,4,2,0,0,4,5,3,0,0,0,0,0,4,0,0,0,2,4,0,1,0,0,0,1,1,0,1,0,2008
3924,Sentilla,software,1,0,0,0,,USA,SF Bay,2006,2011,3,26350000,3,2,5,1,0,0,3,3,0,3,0,0,0,0,3,0,0,0,2,3,0,1,0,0,0,1,0,0,0,0,2003
3925,EcoSMART Technologies,cleantech,1,0,0,0,,USA,Atlanta,2008,2010,2,9000000,1,1,3,0,1,0,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
3926,LugIron Software,software,0,0,0,1,2010,USA,Austin,2009,2009,1,0,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,0,0,2,0,0,2,0,2009
3927,Appointment-Plus,software,1,0,0,0,,USA,Phoenix,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
3928,Easter Egg,software,1,0,0,0,,ITA,Milano,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3929,Spreezio,mobile,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3930,How's the bar?,web,1,0,0,0,,USA,Illinois - Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3931,ExploraMed,medical,1,0,0,0,,USA,SF Bay,2008,2012,2,26500000,1,0,1,0,1,0,3,2,1,0,0,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1995
3932,Vision One Convergence Group,public_relations,1,0,0,0,,USA,Houston,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1995
3933,Spiracur,medical,1,0,0,0,,USA,SF Bay,2009,2011,2,55300000,4,0,10,0,3,0,5,4,1,0,0,0,0,1,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2007
3934,Inherited Health,health,0,1,0,0,,USA,Los Angeles,2008,2009,2,1155000,,,,,,,,,0,0,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,2007
3935,"Executive Assurance, L.L.C.",security,1,0,0,0,,USA,Colorado Springs,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2005
3936,Maxymiser,enterprise,1,0,0,0,,USA,New York,2009,2013,3,14777360,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2006
3937,GiGHive,network_hosting,1,0,0,0,,USA,Milwaukee,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3938,BriefCam,software,1,0,0,0,,ISR,Neve Ilan,2009,2013,3,14300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3939,Catch.com,mobile,1,0,0,0,,USA,SF Bay,2010,2011,2,9300000,0,0,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008
3940,MojoPages,web,1,0,0,0,,USA,San Diego,2009,2009,1,5000000,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2006
3941,GetMyHomesValue.com,other,1,0,0,0,,USA,Philadelphia,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2003
3942,High Gear Media,web,1,0,0,0,,USA,SF Bay,2007,2009,2,12000000,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,2008
3943,Mobile Interactive Group,mobile,1,0,0,0,,GBR,London,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2004
3944,StreamBase Systems,software,0,1,0,0,,USA,Boston,2005,2012,5,39000000,1,3,1,0,0,0,5,3,0,1,0,0,0,0,1,1,1,0,3,4,2,0,0,1,1,1,0,0,0,0,2003
3945,Pingsta,web,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
3946,Coracle Online,other,1,0,0,0,,GBR,Sudbury,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
3947,SoloPower,cleantech,1,0,0,0,,USA,SF Bay,2007,2012,10,458089999,5,0,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2005
3948,Coskata,cleantech,1,0,0,0,,USA,Chicago,2008,2013,5,86220000,2,0,7,0,1,0,6,6,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0,1,1,0,0,0,2006
3949,Shazam Entertainment,games_video,1,0,0,0,,GBR,London,2009,2013,3,72000000,1,1,6,1,1,2,5,2,1,0,1,1,0,0,1,1,1,0,2,8,1,0,0,0,0,1,1,0,0,0,2002
3950,ChallengePost,web,1,0,0,0,,USA,New York,2009,2011,2,4600000,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2009
3951,Netupdate,software,0,1,0,0,,USA,Seattle,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1998
3952,Hyperion Therapeutics,biotech,1,0,0,0,,USA,SF Bay,2007,2011,6,152972747,2,0,5,0,0,0,14,5,0,0,1,0,0,0,3,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,2006
3953,Telogis,software,1,0,0,0,,USA,Los Angeles,2013,2013,1,93000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
3954,TeachScape,software,1,0,0,0,,USA,SF Bay,2009,2009,1,16000000,2,1,6,0,0,1,5,4,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,1999
3955,StyleCaster,web,1,0,0,0,,USA,New York,2009,2011,2,5000000,0,0,2,0,0,0,1,2,0,0,3,0,0,0,4,0,0,0,4,3,1,0,0,0,0,1,2,3,1,0,2008
3956,Shreppy,ecommerce,1,0,0,0,,ITA,Milan,,,0,0,,,,,,,,,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,1,0,0,2010
3957,LogiAnalytics.com,analytics,1,0,0,0,,USA,Washington DC,2007,2013,4,45500000,3,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2000
3958,Calypso Technology,software,1,0,0,0,,USA,SF Bay,,,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1997
3959,Grain Management,mobile,1,0,0,0,,USA,Sarasota,2008,2008,1,20000000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
